ENTREZ GENE ID	GENE SYMBOL	UNIPROT		number of EXPERIMENT	Colorectal cancer cells	Ovarian cancer cells	Breast cancer cells	Kidney cancer cells	Glioblastoma cells	Lung cancer cells	Stomach cancer cells	Hepatoma cells	Pancreatic cancer cells	Pancreatic adenocarcinoma cells
158471	PRUNE2	Q8WUY3	V	7	3	2	0	0	0	2	0	0	0	0
284119	PTRF	Q6NZI2	V	7	0	5	1	0	0	1	0	0	0	0
440335	LOC440335	K7EJ46	V	7	2	1	2	0	0	2	0	0	0	0
100128525	UQCRFS1P1	P0C7P4	V	7	5	1	0	0	0	1	0	0	0	0
1633	DCK	P27707	V	7	1	4	2	0	0	0	0	0	0	0
2631	GBAS	O75323	V	7	3	0	1	1	0	2	0	0	0	0
4635	MYL4	P12829	V	7	1	1	1	0	0	4	0	0	0	0
8649	LAMTOR3	Q9UHA4	V	7	2	0	1	3	0	1	0	0	0	0
8905	AP1S2	P56377	V	7	0	3	0	0	0	4	0	0	0	0
9086	EIF1AY	O14602	V	7	6	1	0	0	0	0	0	0	0	0
9609	RAB36	O95755	V	7	1	1	3	1	0	1	0	0	0	0
10234	LRRC17	Q8N6Y2	V	7	2	4	0	1	0	0	0	0	0	0
23107	MRPS27	Q92552	V	7	2	3	0	2	0	0	0	0	0	0
23626	SPO11	Q9Y5K1	V	7	1	1	1	1	0	3	0	0	0	0
27284	SULT1B1	O43704	V	7	3	0	2	2	0	0	0	0	0	0
29118	DDX25	Q9UHL0	V	7	3	1	0	1	0	2	0	0	0	0
51060	TXNDC12	O95881	V	7	0	1	3	1	0	2	0	0	0	0
51297	BPIFA1	Q9NP55	V	7	1	2	1	2	0	1	0	0	0	0
54606	DDX56	Q9NY93	V	7	3	1	0	3	0	0	0	0	0	0
54947	LPCAT2	Q7L5N7	V	7	3	0	2	0	0	2	0	0	0	0
80714	PBX4	Q9BYU1	V	7	1	1	1	3	0	1	0	0	0	0
153743	PPP1R2P3	Q6NXS1	V	7	2	1	0	2	0	2	0	0	0	0
285016	FAM150B	Q6UX46	V	7	1	5	0	1	0	0	0	0	0	0
640	BLK	P51451	V	7	5	2	0	0	0	0	0	0	0	0
3726	JUNB	P17275	V	7	1	1	1	0	0	4	0	0	0	0
5532	PPP3CB	P16298	V	7	3	4	0	0	0	0	0	0	0	0
6123	RPL3L	Q92901	V	7	3	4	0	0	0	0	0	0	0	0
6638	SNRPN	P63162	V	7	3	4	0	0	0	0	0	0	0	0
22920	KIFAP3	Q92845	V	7	1	3	1	1	0	1	0	0	0	0
27330	RPS6KA6	Q9UK32	V	7	4	3	0	0	0	0	0	0	0	0
79760	GEMIN7	Q9H840	V	7	3	0	1	3	0	0	0	0	0	0
138046	RALYL	Q86SE5	V	7	3	4	0	0	0	0	0	0	0	0
229	ALDOB	P05062	V	7	5	0	0	0	2	0	0	0	0	0
248	ALPI	P09923	V	7	4	3	0	0	0	0	0	0	0	0
3889	KRT83	P78385	V	7	4	3	0	0	0	0	0	0	0	0
4744	NEFH	P12036	V	7	3	4	0	0	0	0	0	0	0	0
5533	PPP3CC	P48454	V	7	3	4	0	0	0	0	0	0	0	0
5564	PRKAB1	Q9Y478	V	7	4	0	0	0	0	3	0	0	0	0
6196	RPS6KA2	Q15349	V	7	4	3	0	0	0	0	0	0	0	0
7048	TGFBR2	P37173	V	7	0	5	0	0	0	2	0	0	0	0
8789	FBP2	O00757	V	7	4	0	0	2	0	1	0	0	0	0
9990	SLC12A6	Q9UHW9	V	7	3	4	0	0	0	0	0	0	0	0
23438	HARS2	P49590	V	7	3	4	0	0	0	0	0	0	0	0
57468	SLC12A5	Q9H2X9	V	7	3	4	0	0	0	0	0	0	0	0
57644	MYH7B	A7E2Y1	V	7	3	4	0	0	0	0	0	0	0	0
57699	CPNE5	Q9HCH3	V	7	3	4	0	0	0	0	0	0	0	0
84290	CAPNS2	Q96L46	V	7	3	4	0	0	0	0	0	0	0	0
85439	STON2	Q8WXE9	V	7	2	2	0	0	0	3	0	0	0	0
89910	UBE3B	Q7Z3V4	V	7	7	0	0	0	0	0	0	0	0	0
116442	RAB39B	Q96DA2	V	7	7	0	0	0	0	0	0	0	0	0
122011	CSNK1A1L	Q8N752	V	7	4	3	0	0	0	0	0	0	0	0
200014	CC2D1B	Q5T0F9	V	7	3	2	0	0	0	2	0	0	0	0
201176	ARHGAP27	Q6ZUM4	V	7	4	0	0	0	0	3	0	0	0	0
643246	MAP1LC3B2	A6NCE7	V	7	1	2	1	0	0	3	0	0	0	0
649330	LOC649330	B7ZW38	V	7	7	0	0	0	0	0	0	0	0	0
100529144	CORO7-PAM16	A0A0A6YYL4	V	7	7	0	0	0	0	0	0	0	0	0
174	AFP	P02771	V	6	0	3	0	0	3	0	0	0	0	0
6439	SFTPB	P07988	V	6	4	2	0	0	0	0	0	0	0	0
894	CCND2	P30279	V	6	1	2	0	2	0	1	0	0	0	0
23743	BHMT2	Q9H2M3	V	6	1	2	0	1	0	2	0	0	0	0
51187	RSL24D1	Q9UHA3	V	6	1	2	0	3	0	0	0	0	0	0
92906	HNRPLL	Q8WVV9	V	6	4	0	0	2	0	0	0	0	0	0
858	CAV2	P51636	V	6	2	1	2	0	0	1	0	0	0	0
5354	PLP1	P60201	V	6	3	2	1	0	0	0	0	0	0	0
9308	CD83	Q01151	V	6	0	1	2	2	0	1	0	0	0	0
11230	PRAF2	O60831	V	6	2	0	3	1	0	0	0	0	0	0
26608	TBL2	Q9Y4P3	V	6	2	0	0	4	0	0	0	0	0	0
55801	IL26	Q9NPH9	V	6	2	0	2	2	0	0	0	0	0	0
81844	TRIM56	Q9BRZ2	V	6	1	2	1	0	0	2	0	0	0	0
126792	B3GALT6	Q96L58	V	6	3	1	0	0	0	2	0	0	0	0
140809	SRXN1	Q9BYN0	V	6	3	2	1	0	0	0	0	0	0	0
1836	SLC26A2	P50443	V	6	0	5	0	0	0	1	0	0	0	0
1990	CELA1	Q9UNI1	V	6	4	1	1	0	0	0	0	0	0	0
1991	ELANE	P08246	V	6	1	2	1	1	0	1	0	0	0	0
2639	GCDH	Q92947	V	6	1	2	1	2	0	0	0	0	0	0
9013	TAF1C	Q15572	V	6	2	3	0	1	0	0	0	0	0	0
28992	MACROD1	Q9BQ69	V	6	2	2	0	1	0	1	0	0	0	0
55114	ARHGAP17	Q68EM7	V	6	1	1	1	2	0	1	0	0	0	0
58489	FAM108C1	Q6PCB6	V	6	1	3	0	0	0	2	0	0	0	0
85365	ALG2	Q9H553	V	6	3	0	2	0	0	1	0	0	0	0
347902	AMIGO2	Q86SJ2	V	6	0	1	1	2	0	2	0	0	0	0
1844	DUSP2	Q05923	V	6	1	2	0	0	0	3	0	0	0	0
2588	GALNS	P34059	V	6	2	1	2	0	0	1	0	0	0	0
2897	GRIK1	P39086	V	6	0	2	0	3	0	1	0	0	0	0
4354	MPP1	Q00013	V	6	2	1	0	1	0	2	0	0	0	0
4580	MTX1	Q13505	V	6	0	1	1	1	0	3	0	0	0	0
4756	NEO1	Q92859	V	6	1	2	0	1	0	2	0	0	0	0
6285	S100B	P04271	V	6	1	2	2	0	0	1	0	0	0	0
6480	ST6GAL1	P15907	V	6	1	2	2	1	0	0	0	0	0	0
6646	SOAT1	P35610	V	6	0	2	0	3	0	1	0	0	0	0
7130	TNFAIP6	P98066	V	6	1	0	1	1	1	2	0	0	0	0
8698	S1PR4	O95977	V	6	3	3	0	0	0	0	0	0	0	0
9068	ANGPTL1	O95841	V	6	1	5	0	0	0	0	0	0	0	0
11163	NUDT4	Q9NZJ9	V	6	1	2	1	2	0	0	0	0	0	0
22878	TRAPPC8	Q9Y2L5	V	6	1	1	1	1	0	2	0	0	0	0
80279	CDK5RAP3	Q96JB5	V	6	1	1	2	1	0	1	0	0	0	0
84303	CHCHD6	Q9BRQ6	V	6	4	1	1	0	0	0	0	0	0	0
84695	LOXL3	P58215	V	6	2	1	1	2	0	0	0	0	0	0
114757	CYGB	Q8WWM9	V	6	1	1	0	2	0	2	0	0	0	0
158584	FAAH2	Q6GMR7	V	6	1	0	0	2	0	3	0	0	0	0
221443	C6orf130	Q9Y530	V	6	0	1	3	2	0	0	0	0	0	0
353189	SLCO4C1	Q6ZQN7	V	6	4	0	0	0	0	2	0	0	0	0
1472	CST4	P01036	V	6	1	1	0	1	0	3	0	0	0	0
2324	FLT4	P35916	V	6	2	1	1	1	0	1	0	0	0	0
2939	GSTA2	P09210	V	6	4	0	1	0	0	1	0	0	0	0
3709	ITPR2	Q14571	V	6	2	2	0	0	0	2	0	0	0	0
4535	ND1	P03886	V	6	1	0	1	1	0	3	0	0	0	0
9929	JOSD1	Q15040	V	6	2	1	2	1	0	0	0	0	0	0
9953	HS3ST3B1	Q9Y662	V	6	4	0	0	1	0	1	0	0	0	0
10516	FBLN5	Q9UBX5	V	6	2	1	1	1	0	1	0	0	0	0
23500	DAAM2	Q86T65	V	6	1	2	1	1	0	1	0	0	0	0
29982	NRBF2	Q96F24	V	6	2	3	0	0	0	1	0	0	0	0
79679	VTCN1	Q7Z7D3	V	6	0	4	0	0	0	2	0	0	0	0
91584	PLXNA4	Q9HCM2	V	6	1	3	1	1	0	0	0	0	0	0
93550	ZFAND4	Q86XD8	V	6	2	3	0	1	0	0	0	0	0	0
139341	FUNDC1	Q8IVP5	V	6	2	0	2	1	0	1	0	0	0	0
374403	TBC1D10C	Q8IV04	V	6	0	0	2	0	0	4	0	0	0	0
889	KRIT1	O00522	V	6	0	0	0	0	0	6	0	0	0	0
1638	DCT	P40126	V	6	0	2	0	2	0	2	0	0	0	0
4277	MICB	Q29980	V	6	2	1	2	0	0	1	0	0	0	0
5549	PRELP	P51888	V	6	0	2	1	0	0	3	0	0	0	0
8743	TNFSF10	P50591	V	6	1	2	1	2	0	0	0	0	0	0
11077	HSF2BP	O75031	V	6	2	1	0	1	0	2	0	0	0	0
51592	TRIM33	Q9UPN9	V	6	3	0	0	2	0	1	0	0	0	0
53373	TPCN1	Q9ULQ1	V	6	2	2	0	0	0	2	0	0	0	0
64388	GREM2	Q9H772	V	6	0	2	1	1	0	2	0	0	0	0
131544	CRYBG3	Q68DQ2	V	6	2	1	1	0	0	2	0	0	0	0
140462	ASB9	Q96DX5	V	6	2	1	1	2	0	0	0	0	0	0
834	CASP1	P29466	V	6	1	1	2	1	0	1	0	0	0	0
2331	FMOD	Q06828	V	6	1	1	2	2	0	0	0	0	0	0
4482	MSRA	Q9UJ68	V	6	2	2	1	0	0	1	0	0	0	0
5294	PIK3CG	P48736	V	6	2	1	0	0	0	3	0	0	0	0
9969	MED13	Q9UHV7	V	6	2	1	1	0	0	2	0	0	0	0
27132	CPNE7	Q9UBL6	V	6	0	5	0	0	0	1	0	0	0	0
54810	GIPC2	Q8TF65	V	6	2	1	1	2	0	0	0	0	0	0
414149	ACBD7	Q8N6N7	V	6	0	2	0	3	0	1	0	0	0	0
441282	AKR1B15	C9JRZ8	V	6	2	4	0	0	0	0	0	0	0	0
100271846	ERVV-2	B6SEH9	V	6	1	1	1	2	0	1	0	0	0	0
5146	PDE6C	P51160	V	6	2	2	1	0	0	1	0	0	0	0
7307	U2AF1	Q7Z780	V	6	3	3	0	0	0	0	0	0	0	0
51633	OTUD6B	Q8N6M0	V	6	0	1	2	2	0	1	0	0	0	0
57381	RHOJ	Q9H4E5	V	6	0	6	0	0	0	0	0	0	0	0
123283	TARSL2	A2RTX5	V	6	6	0	0	0	0	0	0	0	0	0
1807	DPYS	Q14117	V	6	0	3	0	0	3	0	0	0	0	0
2041	EPHA1	P21709	V	6	4	2	0	0	0	0	0	0	0	0
2949	GSTM5	P46439	V	6	4	2	0	0	0	0	0	0	0	0
3888	KRT82	Q9NSB4	V	6	3	3	0	0	0	0	0	0	0	0
3891	KRT85	P78386	V	6	3	3	0	0	0	0	0	0	0	0
4055	LTBR	P36941	V	6	0	0	0	0	0	6	0	0	0	0
4087	SMAD2	Q15796	V	6	4	2	0	0	0	0	0	0	0	0
5009	OTC	P00480	V	6	3	0	0	0	3	0	0	0	0	0
5563	PRKAA2	P54646	V	6	3	3	0	0	0	0	0	0	0	0
5599	MAPK8	P45983	V	6	4	2	0	0	0	0	0	0	0	0
5601	MAPK9	P45984	V	6	4	2	0	0	0	0	0	0	0	0
6672	SP100	P23497	V	6	6	0	0	0	0	0	0	0	0	0
7512	XPNPEP2	O43895	V	6	6	0	0	0	0	0	0	0	0	0
8091	HMGA2	P52926	V	6	2	4	0	0	0	0	0	0	0	0
8687	KRT38	O76015	V	6	6	0	0	0	0	0	0	0	0	0
8934	RAB7L1	O14966	V	6	0	4	0	0	0	2	0	0	0	0
9265	CYTH3	O43739	V	6	4	2	0	0	0	0	0	0	0	0
9266	CYTH2	Q99418	V	6	4	2	0	0	0	0	0	0	0	0
9320	TRIP12	Q14669	V	6	6	0	0	0	0	0	0	0	0	0
9674	KIAA0040	Q15053	V	6	0	0	0	0	0	6	0	0	0	0
9892	SNAP91	O60641	V	6	2	4	0	0	0	0	0	0	0	0
10749	KIF1C	O43896	V	6	6	0	0	0	0	0	0	0	0	0
10929	SRSF8	Q9BRL6	V	6	3	3	0	0	0	0	0	0	0	0
23762	OSBP2	Q969R2	V	6	3	3	0	0	0	0	0	0	0	0
26276	VPS33B	Q9H267	V	6	3	0	1	0	0	2	0	0	0	0
27127	SMC1B	Q8NDV3	V	6	6	0	0	0	0	0	0	0	0	0
54514	DDX4	Q9NQI0	V	6	0	6	0	0	0	0	0	0	0	0
84557	MAP1LC3A	Q9H492	V	6	1	2	0	0	0	3	0	0	0	0
113828	FAM83F	Q8NEG4	V	6	6	0	0	0	0	0	0	0	0	0
126298	IRGQ	Q8WZA9	V	6	3	0	0	0	0	3	0	0	0	0
140886	PABPC5	Q96DU9	V	6	2	4	0	0	0	0	0	0	0	0
148932	MOB3C	Q70IA8	V	6	0	0	0	0	0	6	0	0	0	0
391722	LOC391722	#N/A	V	6	6	0	0	0	0	0	0	0	0	0
72	ACTG2	P63267	V	5	5	0	0	0	0	0	0	0	0	0
3700	ITIH4	Q14624	V	5	2	0	0	0	3	0	0	0	0	0
80760	ITIH5	Q86UX2	V	5	0	2	0	0	0	3	0	0	0	0
4155	MBP	P02686	V	5	1	0	2	1	0	1	0	0	0	0
11102	RPP14	O95059	V	5	2	0	1	0	0	2	0	0	0	0
2644	GCHFR	P30047	V	5	3	2	0	0	0	0	0	0	0	0
57092	PCNP	Q8WW12	V	5	2	0	1	1	0	1	0	0	0	0
114882	OSBPL8	Q9BZF1	V	5	0	0	2	3	0	0	0	0	0	0
197370	NSMCE1	Q8WV22	V	5	1	2	1	0	0	1	0	0	0	0
101060399	-	#N/A	V	5	1	2	2	0	0	0	0	0	0	0
1536	CYBB	P04839	V	5	1	1	1	1	0	1	0	0	0	0
4508	ATP6	P00846	V	5	0	1	1	3	0	0	0	0	0	0
4702	NDUFA8	P51970	V	5	0	2	0	1	0	2	0	0	0	0
1414	CRYBB1	P53674	V	5	3	2	0	0	0	0	0	0	0	0
5469	MED1	Q15648	V	5	2	1	0	2	0	0	0	0	0	0
6811	STX5	Q13190	V	5	1	1	1	1	0	1	0	0	0	0
7471	WNT1	P04628	V	5	2	0	1	0	0	2	0	0	0	0
29058	TMEM230	Q96A57	V	5	1	1	0	0	0	3	0	0	0	0
55183	RIF1	Q5UIP0	V	5	2	0	0	0	0	3	0	0	0	0
64949	MRPS26	Q9BYN8	V	5	3	1	0	1	0	0	0	0	0	0
88455	ANKRD13A	Q8IZ07	V	5	2	0	0	3	0	0	0	0	0	0
201266	SLC39A11	Q8N1S5	V	5	1	1	0	2	0	1	0	0	0	0
688	KLF5	Q13887	V	5	1	2	0	2	0	0	0	0	0	0
3980	LIG3	P49916	V	5	3	1	1	0	0	0	0	0	0	0
9856	KIAA0319	Q5VV43	V	5	1	2	0	0	0	2	0	0	0	0
10561	IFI44	Q8TCB0	V	5	0	0	1	1	0	3	0	0	0	0
11165	NUDT3	O95989	V	5	0	2	1	1	0	1	0	0	0	0
83862	TMEM120A	Q9BXJ8	V	5	1	1	1	1	0	1	0	0	0	0
84311	MRPL45	Q9BRJ2	V	5	2	0	1	2	0	0	0	0	0	0
92255	LMBRD2	Q68DH5	V	5	2	3	0	0	0	0	0	0	0	0
728642	CDK11A	Q9UQ88	V	5	1	2	1	1	0	0	0	0	0	0
1281	COL3A1	P02461	V	5	0	0	3	2	0	0	0	0	0	0
1600	DAB1	O75553	V	5	2	2	1	0	0	0	0	0	0	0
2995	GYPC	P04921	V	5	0	1	2	0	0	2	0	0	0	0
4885	NPTX2	P47972	V	5	0	1	0	4	0	0	0	0	0	0
5644	PRSS1	P07477	V	5	3	1	0	0	1	0	0	0	0	0
5730	PTGDS	P41222	V	5	2	0	0	3	0	0	0	0	0	0
7041	TGFB1I1	O43294	V	5	1	2	0	0	0	2	0	0	0	0
8638	OASL	Q15646	V	5	2	1	0	0	0	2	0	0	0	0
9254	CACNA2D2	Q9NY47	V	5	1	0	1	1	0	2	0	0	0	0
10077	TSPAN32	Q96QS1	V	5	0	0	3	1	0	1	0	0	0	0
54468	MIOS	Q9NXC5	V	5	0	3	0	1	0	1	0	0	0	0
54555	DDX49	Q9Y6V7	V	5	0	2	0	1	0	2	0	0	0	0
55831	EMC3	Q9P0I2	V	5	1	1	2	0	0	1	0	0	0	0
64747	MFSD1	Q9H3U5	V	5	0	0	1	1	0	3	0	0	0	0
3674	ITGA2B	P08514	V	5	0	0	0	0	0	5	0	0	0	0
26520	TIMM9	Q9Y5J7	V	5	2	1	1	1	0	0	0	0	0	0
49856	WRAP73	Q9P2S5	V	5	3	1	0	0	0	1	0	0	0	0
80255	SLC35F5	Q8WV83	V	5	1	1	1	2	0	0	0	0	0	0
144195	SLC2A14	Q8TDB8	V	5	5	0	0	0	0	0	0	0	0	0
203190	LGI3	Q8N145	V	5	0	2	1	2	0	0	0	0	0	0
2308	FOXO1	Q12778	V	5	2	1	0	2	0	0	0	0	0	0
5438	POLR2I	P36954	V	5	2	1	0	0	0	2	0	0	0	0
27338	UBE2S	Q16763	V	5	1	1	3	0	0	0	0	0	0	0
85349	KRT121P	A6NCN2	V	5	1	1	0	0	0	3	0	0	0	0
144455	E2F7	Q96AV8	V	5	0	0	0	2	0	3	0	0	0	0
164312	LRRN4	Q8WUT4	V	5	3	1	0	0	0	1	0	0	0	0
9	NAT1	P18440	V	5	3	2	0	0	0	0	0	0	0	0
2909	ARHGAP35	Q9NRY4	V	5	3	0	0	0	0	2	0	0	0	0
4086	SMAD1	Q15797	V	5	3	2	0	0	0	0	0	0	0	0
7114	TMSB4X	P62328	V	5	0	4	0	0	1	0	0	0	0	0
10945	KDELR1	P24390	V	5	0	3	1	1	0	0	0	0	0	0
10999	SLC27A4	Q6P1M0	V	5	4	0	1	0	0	0	0	0	0	0
54953	C1orf27	Q5SWX8	V	5	1	1	0	0	0	3	0	0	0	0
57188	ADAMTSL3	P82987	V	5	1	1	2	0	0	1	0	0	0	0
140707	BRI3BP	Q8WY22	V	5	1	2	0	0	0	2	0	0	0	0
100526664	LY75-CD302	O60449	V	5	3	2	0	0	0	0	0	0	0	0
14	AAMP	Q13685	V	5	0	0	0	0	0	5	0	0	0	0
1056	CEL	P19835	V	5	5	0	0	0	0	0	0	0	0	0
1742	DLG4	P78352	V	5	0	4	1	0	0	0	0	0	0	0
2053	EPHX2	P34913	V	5	5	0	0	0	0	0	0	0	0	0
2135	EXTL2	Q9UBQ6	V	5	0	5	0	0	0	0	0	0	0	0
2168	FABP1	P07148	V	5	5	0	0	0	0	0	0	0	0	0
2197	FAU	P62861	V	5	1	0	1	0	0	3	0	0	0	0
3208	HPCA	P84074	V	5	1	4	0	0	0	0	0	0	0	0
5858	PZP	P20742	V	5	5	0	0	0	0	0	0	0	0	0
6674	SPAG1	Q07617	V	5	3	2	0	0	0	0	0	0	0	0
6733	SRPK2	P78362	V	5	3	2	0	0	0	0	0	0	0	0
7036	TFR2	Q9UP52	V	5	0	4	1	0	0	0	0	0	0	0
8623	ASMTL	O95671	V	5	0	2	0	0	0	3	0	0	0	0
8688	KRT37	O76014	V	5	1	4	0	0	0	0	0	0	0	0
9185	REPS2	Q8NFH8	V	5	4	1	0	0	0	0	0	0	0	0
9618	TRAF4	Q9BUZ4	V	5	3	2	0	0	0	0	0	0	0	0
9950	GOLGA5	Q8TBA6	V	5	3	2	0	0	0	0	0	0	0	0
22897	CEP164	Q9UPV0	V	5	0	3	0	0	0	2	0	0	0	0
23291	FBXW11	Q9UKB1	V	5	0	0	0	0	0	5	0	0	0	0
23428	SLC7A8	Q9UHI5	V	5	3	2	0	0	0	0	0	0	0	0
23520	ANP32C	O43423	V	5	3	2	0	0	0	0	0	0	0	0
23779	ARHGAP8	P85298	V	5	3	2	0	0	0	0	0	0	0	0
26115	TANC2	Q9HCD6	V	5	0	0	0	0	0	5	0	0	0	0
28952	CCDC22	O60826	V	5	4	1	0	0	0	0	0	0	0	0
51126	NAA20	P61599	V	5	2	0	0	0	0	3	0	0	0	0
54805	CNNM2	Q9H8M5	V	5	3	2	0	0	0	0	0	0	0	0
55198	APPL2	Q8NEU8	V	5	3	2	0	0	0	0	0	0	0	0
55339	WDR33	Q9C0J8	V	5	3	2	0	0	0	0	0	0	0	0
64786	TBC1D15	Q8TC07	V	5	4	1	0	0	0	0	0	0	0	0
79868	ALG13	Q9NP73	V	5	2	0	0	0	0	3	0	0	0	0
81887	LAS1L	Q9Y4W2	V	5	3	2	0	0	0	0	0	0	0	0
83657	DYNLRB2	Q8TF09	V	5	1	4	0	0	0	0	0	0	0	0
84612	PARD6B	Q9BYG5	V	5	3	2	0	0	0	0	0	0	0	0
84910	TMEM87B	Q96K49	V	5	0	2	0	0	0	3	0	0	0	0
84961	FBXL20	Q96IG2	V	5	0	2	1	0	0	2	0	0	0	0
85021	REPS1	Q96D71	V	5	4	1	0	0	0	0	0	0	0	0
90507	SCRN2	Q96FV2	V	5	3	2	0	0	0	0	0	0	0	0
92092	ZC3HAV1L	Q96H79	V	5	0	2	0	0	0	3	0	0	0	0
151835	CPNE9	Q8IYJ1	V	5	0	4	1	0	0	0	0	0	0	0
164022	PPIAL4A	Q9Y536	V	5	5	0	0	0	0	0	0	0	0	0
283820	NOMO2	Q5JPE7	V	5	3	2	0	0	0	0	0	0	0	0
3699	ITIH3	Q06033	V	4	0	3	0	0	1	0	0	0	0	0
9900	SV2A	Q7L0J3	V	4	1	0	0	2	0	1	0	0	0	0
221935	SDK1	Q7Z5N4	V	4	4	0	0	0	0	0	0	0	0	0
9589	WTAP	Q15007	V	4	1	1	1	0	0	1	0	0	0	0
1301	COL11A1	P12107	V	4	1	0	3	0	0	0	0	0	0	0
7462	LAT2	Q9GZY6	V	4	0	3	0	1	0	0	0	0	0	0
10948	STARD3	Q14849	V	4	3	0	0	0	0	1	0	0	0	0
54825	CDHR2	Q9BYE9	V	4	2	2	0	0	0	0	0	0	0	0
55559	HAUS7	Q99871	V	4	1	0	0	1	0	2	0	0	0	0
55239	OGFOD1	Q8N543	V	4	0	1	1	1	0	1	0	0	0	0
80856	KIAA1715	Q9C0E8	V	4	1	1	1	0	0	1	0	0	0	0
570	BAAT	Q14032	V	4	2	2	0	0	0	0	0	0	0	0
1535	CYBA	P13498	V	4	2	0	2	0	0	0	0	0	0	0
2235	FECH	P22830	V	4	1	0	3	0	0	0	0	0	0	0
6444	SGCD	Q92629	V	4	1	2	0	0	0	1	0	0	0	0
8933	FAM127A	A6ZKI3	V	4	1	1	1	0	0	1	0	0	0	0
728489	DNLZ	Q5SXM8	V	4	1	0	0	2	0	1	0	0	0	0
1109	AKR1C4	P17516	V	4	4	0	0	0	0	0	0	0	0	0
1907	EDN2	P20800	V	4	2	1	1	0	0	0	0	0	0	0
1962	EHHADH	Q08426	V	4	4	0	0	0	0	0	0	0	0	0
2268	FGR	P09769	V	4	3	0	1	0	0	0	0	0	0	0
7092	TLL1	O43897	V	4	0	4	0	0	0	0	0	0	0	0
7093	TLL2	Q9Y6L7	V	4	0	4	0	0	0	0	0	0	0	0
64063	PRSS22	Q9GZN4	V	4	3	1	0	0	0	0	0	0	0	0
65008	MRPL1	Q9BYD6	V	4	1	1	1	1	0	0	0	0	0	0
84233	TMEM126A	Q9H061	V	4	0	2	1	0	0	1	0	0	0	0
132949	AASDH	Q4L235	V	4	1	3	0	0	0	0	0	0	0	0
246181	AKR7L	Q8NHP1	V	4	0	2	0	0	0	2	0	0	0	0
388698	FLG2	Q5D862	V	4	2	0	0	0	2	0	0	0	0	0
389677	RBM12B	Q8IXT5	V	4	1	0	1	2	0	0	0	0	0	0
759	CA1	P00915	V	4	3	0	1	0	0	0	0	0	0	0
1996	ELAVL4	P26378	V	4	0	4	0	0	0	0	0	0	0	0
2132	EXT2	Q93063	V	4	0	4	0	0	0	0	0	0	0	0
2998	GYS2	P54840	V	4	0	4	0	0	0	0	0	0	0	0
3881	KRT31	Q15323	V	4	4	0	0	0	0	0	0	0	0	0
8503	PIK3R3	Q92569	V	4	1	1	0	1	0	1	0	0	0	0
11014	KDELR2	P33947	V	4	0	2	0	0	0	2	0	0	0	0
29941	PKN3	Q6P5Z2	V	4	3	1	0	0	0	0	0	0	0	0
55082	ARGLU1	Q9NWB6	V	4	1	3	0	0	0	0	0	0	0	0
55291	PPP6R3	Q5H9R7	V	4	0	1	0	0	0	3	0	0	0	0
57614	KIAA1468	Q9P260	V	4	4	0	0	0	0	0	0	0	0	0
63979	FIGNL1	Q6PIW4	V	4	0	4	0	0	0	0	0	0	0	0
83590	TMUB1	Q9BVT8	V	4	1	1	0	0	0	2	0	0	0	0
160287	LDHAL6A	Q6ZMR3	V	4	0	4	0	0	0	0	0	0	0	0
653857	ACTR3C	Q9C0K3	V	4	0	4	0	0	0	0	0	0	0	0
659	BMPR2	Q13873	V	4	0	2	0	0	0	2	0	0	0	0
815	CAMK2A	Q9UQM7	V	4	4	0	0	0	0	0	0	0	0	0
859	CAV3	P56539	V	4	0	4	0	0	0	0	0	0	0	0
1595	CYP51A1	Q16850	V	4	4	0	0	0	0	0	0	0	0	0
1740	DLG2	Q15700	V	4	0	4	0	0	0	0	0	0	0	0
1993	ELAVL2	Q12926	V	4	0	4	0	0	0	0	0	0	0	0
2134	EXTL1	Q92935	V	4	0	4	0	0	0	0	0	0	0	0
2581	GALC	P54803	V	4	4	0	0	0	0	0	0	0	0	0
2628	GATM	P50440	V	4	3	0	0	0	1	0	0	0	0	0
3158	HMGCS2	P54868	V	4	0	4	0	0	0	0	0	0	0	0
4547	MTTP	P55157	V	4	4	0	0	0	0	0	0	0	0	0
4588	MUC6	Q6W4X9	V	4	4	0	0	0	0	0	0	0	0	0
4619	MYH1	P12882	V	4	4	0	0	0	0	0	0	0	0	0
4626	MYH8	P13535	V	4	4	0	0	0	0	0	0	0	0	0
4632	MYL1	P05976	V	4	4	0	0	0	0	0	0	0	0	0
4648	MYO7B	Q6PIF6	V	4	4	0	0	0	0	0	0	0	0	0
5096	PCCB	P05166	V	4	1	0	0	0	3	0	0	0	0	0
5105	PCK1	P35558	V	4	4	0	0	0	0	0	0	0	0	0
5521	PPP2R2B	Q00005	V	4	0	4	0	0	0	0	0	0	0	0
5590	PRKCZ	Q05513	V	4	0	4	0	0	0	0	0	0	0	0
5664	PSEN2	P49810	V	4	0	4	0	0	0	0	0	0	0	0
5875	RABGGTA	Q92696	V	4	4	0	0	0	0	0	0	0	0	0
6725	SRMS	Q9H3Y6	V	4	0	4	0	0	0	0	0	0	0	0
6790	AURKA	O14965	V	4	0	0	1	0	0	3	0	0	0	0
6818	SULT1A3	P0DMM9	V	4	4	0	0	0	0	0	0	0	0	0
7047	TGM4	P49221	V	4	0	4	0	0	0	0	0	0	0	0
