"UNIPROT"	"Entrez"	"symbol"	"GBM_GTEX.Y8DK.0011.R10A.SM.HAKY1"	"GBM_GTEX.UTHO.0011.R10A.SM.HAKY2"	"GBM_GTEX.R55F.0011.R10A.SM.HAKXY"	"GBM_GTEX.QVJO.0011.R10A.SM.HAKXV"	"GBM_GTEX.P44H.0011.R10A.SM.HAKXX"	"GBM_GTEX.RU72.0011.R10A.SM.HAKXS"	"GBM_GTEX.RN5K.0011.R10A.SM.HAKXU"	"GBM_GTEX.WVLH.0011.R10A.SM.HAKXZ"	"GBM_GTEX.Q2AG.0011.R10A.SM.HAKXT"	"GBM_GTEX.NPJ7.0011.R10A.SM.HAKXW"
"O15347"	3149	"HMGB3"	-2.49965538518243	-1.28869197418667	-1.6215694886566	-1.48704372106813	-1.41975407447893	-1.17341053905897	-1.80149316941411	-1.97193332715729	-1.90178100555359	-1.28555910289368
"O15354"	2861	"GPR37"	0.822940004642853	0.644963743894089	1.40552586853507	-0.141055950106727	1.08831140152367	0.402542255890171	0.423727938872983	1.0711340155214	0.219937644238116	0.217180425242301
"O15355"	5496	"PPM1G"	-1.44387272591697	-1.3739803341772	-0.579997817332112	-0.754197294058536	-0.933514703492449	-0.882643644688194	-0.913822853129133	-1.5639121728004	-0.82536084451089	-1.04668349513158
"O15357"	3636	"INPPL1"	-0.834199077868162	-0.814970794217369	-0.554027167500899	-0.706814948388424	-0.597569680416279	-0.458546566191578	-0.37268522959883	-1.18971099347663	-0.500204220548062	-0.707337449090478
"O15371"	8664	"EIF3D"	-0.465240387069156	-0.000151551237206799	-0.0426853387087482	-0.00372527831196015	-0.0370334149804376	0.0835176657996755	-0.186457100726315	-0.00132699257568225	-0.130894529585085	-0.157186348430231
"O15372"	8667	"EIF3H"	-0.447353612587062	-0.15843997743766	-0.275570544373908	-0.141044195934607	-0.0341418171294025	-0.236700793217194	-0.159900860578275	0.0647821958968673	-0.254563273179605	-0.239754798843113
"O15374"	9122	"SLC16A4"	0.166445394965372	0.326035067260701	0.543538304570842	-0.536699521799786	-0.0339913134534433	-3.08050901062264	-0.593704479326427	1.02643056638156	-0.991941153906076	NA
"O15379"	8841	"HDAC3"	-0.133150850410758	-0.354771725774541	-0.191833779616458	-0.370320789263866	0.0040247339613107	-0.336033367239827	-0.432263757934699	-0.550796331702498	-0.588777225028771	-0.745946138766722
"O15381"	4931	"NVL"	-0.919426558697762	-1.59439837495141	-0.927564139802759	-0.245799407983378	-0.556278020280142	-0.401757386003051	-0.835188429204163	-0.86456940903029	-0.112107505775448	0.108391106784594
"O15382"	587	"BCAT2"	0.611981317865261	0.0378668165563678	0.16722840984517	0.781950189133636	0.275011666172246	0.197866326655316	0.144762743514451	0.139581499108185	0.428605753077356	0.527520583492055
"O15394"	4685	"NCAM2"	1.66570437207896	1.50367726318483	1.500740603683	1.46132874567959	1.4045270980236	1.72004769790037	1.40532023335752	1.81807808080235	1.5869542509887	1.41180147910746
"O15397"	10526	"IPO8"	-0.760438278375008	-0.702794456612813	-0.69857735968297	-0.289993767868344	-0.63722230293685	-0.932025980137958	-0.772429653339407	-0.908596900255471	-0.364945858070244	-0.559237143774554
"O15400"	8417	"STX7"	1.27911448661165	0.820177501133236	0.915743700203499	0.902771563096685	1.00108948633861	0.743022525574054	0.414046723729269	0.923364051078894	0.798475525623987	0.467908820266752
"O15417"	84629	"TNRC18"	-0.0985253477240269	-0.206674185144767	-0.300612455081437	-0.0910255829456846	-0.420519048664669	-0.143686252056479	-0.560251982578044	-0.492479378640963	-0.368402204591842	-0.371698574471519
"O15427"	9123	"SLC16A3"	-1.57343000320894	-1.63236057878528	-0.571100847536036	-1.21759371669278	-0.532897249164388	-1.26601153845125	-0.987234977517371	-1.24380309355946	-1.10892409039991	-1.46962242423233
"O15431"	1317	"SLC31A1"	0.222347608259113	-1.86040893003271	-0.345628609759401	0.0993460010007226	-0.708261643266957	-0.326962398159564	0.414594066844499	NA	-0.882659836715072	-0.674141740061679
"O15438"	8714	"ABCC3"	-1.00228446930086	-0.314638032730265	-0.880654330856203	-0.849274232579118	-1.04143941712181	-0.804277096407275	-0.0219682408891706	-1.37517747884622	-0.663763728847911	-0.942486725364348
"O15439"	10257	"ABCC4"	-0.329886555247459	-0.591934293987296	-0.5462542127622	-0.0603171689600287	-0.311847816785409	-0.310435061014587	-0.447640146115155	-0.859353635633382	-0.171932217597846	0.238771181392891
"O15440"	10057	"ABCC5"	1.50005848916051	2.23709361539452	0.672005065159778	1.81790420176125	0.876438728098145	0.860650809339392	NA	2.73772641038155	NA	NA
"O15446"	10849	"POLR1G"	-0.493765048685644	-0.815194165555679	-0.46601129137484	-0.177280826306405	0.135605826140689	-0.8577673408025	-0.313225211405266	-1.07176630770486	-0.542706096289105	0.555768828470129
"O15455"	7098	"TLR3"	-1.54002432869047	-0.938905489489888	-0.585279264131181	-0.746285524992481	-0.279454386119394	-0.492293422581625	-0.593494647523271	-1.66590755453467	-1.04669416579091	-0.770253473032398
"O15460"	8974	"P4HA2"	-2.10075825154023	-1.16335330813428	-1.94774141496211	-1.53346670529993	-0.456409599424874	-0.654364928397971	-0.639490442852995	-1.79287474326767	-1.04423229690893	-1.51822222742976
"O15484"	726	"CAN5"	-0.794433687289721	-0.331525300965546	-0.826123987227695	-0.44956325052394	-0.411168464019251	-0.305964600100048	-0.491937403192565	-0.471753818246476	-0.97037442220599	-0.635702954595202
"O15488"	8908	"GYG2"	-1.03886400574326	-0.370041368762183	-0.901584729983775	-0.643022131901239	-0.237953676346871	-0.521368576519974	0.215088563033093	-1.00379685615328	-0.304125813240664	-0.325007438987958
"O15498"	10652	"YKT6"	-0.135018838593427	-0.0507776407805608	-0.103109950486974	-0.227724166934176	-0.139857034586899	0.119374769129047	-0.146913834560513	-0.135249913367456	-0.155169514817918	-0.299869388312319
"O15504"	11097	"NUP42"	-0.261617348848223	0.220136278724563	0.162810881541356	-0.197470708340239	-0.0988176658449229	-0.0569199870000461	0.20739578130171	-0.183572250174851	0.0545641534328935	-0.533922045243409
"O15511"	10092	"ARPC5"	-1.41407190396808	-1.24473130024797	-0.780816918924135	-1.45009501650448	-1.43853094705441	-0.55276370235081	-0.702300392774475	-1.28409800495496	-0.876951047574207	-0.972938470567234
"O15514"	5433	"POLR2D"	-0.226322009464454	-0.566621180571282	-0.667793214015768	0.177668061171946	-0.66848175624079	-0.325119607521748	-0.0593880743958508	-0.90107762363849	-0.427473482839869	0.215473470919112
"O15516"	9575	"CLOCK"	-0.290382848968305	-0.0578429675804377	0.15990209949168	0.134904834067325	0.0292071741492505	0.383201295264708	0.2800634077405	0.107549836695994	-0.347070053032515	0.239415988113241
"O15523"	8653	"DDX3Y"	0.114953367951273	0.794491905405354	0.545571932650868	-1.44588928912238	0.626250159394116	-1.58026415163553	-4.01846736034053	0.641142554044678	-2.56138016601781	-1.70556836412092
"O15525"	4097	"MAFG"	0.370318556604763	0.0736486546301957	0.341239507203125	0.0005846652609011	0.0949355539472752	0.209276458581248	0.0338822476399365	-0.223804216139129	-0.256034714172463	-0.381415562206789
"O15530"	5170	"PDPK1"	1.22025362809421	1.19840731329838	1.11005375375191	1.2061489138624	1.41944995319786	1.26553806714837	1.31198419640151	1.25346761327885	1.14597171400937	1.12178619961084
"O15533"	6892	"TAPBP"	-2.04509759395757	-1.07603908461676	-0.756893321000501	-0.98077776397538	-0.412773539670206	-0.0860017982186319	-0.217015225755653	-2.17787246630135	-1.24779818339358	-1.62690220879736
"O15534"	5187	"PER1"	-0.180969095259011	-0.181355664076367	0.395074577554564	-0.0341771404355907	-0.191494742564218	-0.455386133290122	0.354309705335651	NA	0.255615123446677	0.246080639790626
"O15540"	2173	"FABP7"	-2.21843878789729	-1.51108880295261	-1.01535592238366	-0.622445874998634	-1.55978207937381	-1.43963750680943	-1.32983445342983	-2.00117537108337	-1.78704823670238	-1.28211116578435
"O15541"	7737	"RNF113A"	-1.48570415593939	-0.569786638772291	0.0155484086151027	-0.926657943618515	-0.570718628370424	-0.671928054731303	-0.574165551609369	-0.287219110625237	-0.495081620455272	-0.178338133638619
"O15550"	7403	"KDM6A"	-1.81273250384369	-0.457954381526727	-0.404526393614163	-0.363927715959047	-0.331962683922418	0.177056640729216	-0.629974386594799	-0.4950811548731	0.19490238194267	-0.0886296858197987
"O43143"	1665	"DHX15"	-1.20353629042842	-1.02972408626069	-0.292111113855176	-0.596553249493027	-0.844649889741223	-0.6405032962072	-0.369254367767445	-0.801019858065054	-0.742219821084618	-0.687640258997275
"O43147"	9905	"SGSM2"	0.594058775123665	1.77769374751833	0.803666503403223	0.717957824694949	1.36045655787188	1.14061200825397	1.47160848645387	1.44615988020271	1.27704577266791	1.50790528107744
"O43148"	8731	"RNMT"	-0.0707628707724496	0.0204491346884058	0.0052076158577388	-0.213718199031022	0.304507488494539	-0.143264383012986	-0.291522178115226	-0.0763575625329191	-0.0887902432813901	-0.264822935523724
"O43149"	23140	"ZZEF1"	0.208919294238309	0.362494787715215	0.271765418885721	0.412227635488603	0.291821001021942	0.364830932236713	0.253378369741597	0.305452309032536	0.195059254326699	0.301675933288094
"O43150"	8853	"ASAP2"	0.642832120783785	0.597443270486519	0.762609314577047	0.320310276749097	0.680204995320698	0.533918427173898	0.403185061946091	0.793777685810807	0.756794201582992	0.589765154774509
"O43155"	23768	"FLRT2"	1.65589912288755	1.7721771167032	1.40378628342424	1.07041142840102	-0.096565674496615	1.305413145899	1.25102954007573	1.55431244608871	1.19740716820866	1.28519820005245
"O43156"	9675	"TTI1"	-0.818218265739419	-0.485466971385134	-0.288589610611003	-0.263685916259968	-0.59349010235171	-0.148704847790406	-0.729542365096313	-0.517820546838867	-0.15133922168466	0.025734319984089
"O43157"	5364	"PLXNB1"	0.285293341088722	0.483907873285954	0.331589167977799	0.412158683048198	0.263643040169152	0.407757679563378	0.36121647928028	0.436714874189163	0.506502082130942	0.592695684689821
"O43159"	23378	"RRP8"	-2.09502014678944	-1.05228909204971	-0.516134793534377	-0.5811255531626	-0.202248124428707	-0.556975752694056	-0.286010108107567	-1.56756174199126	-0.770431529373552	-0.666534543922853
"O43164"	9867	"PJA2"	0.382209800802413	0.392027660770773	0.766329856817981	0.218200934793197	0.456701954452115	0.424099386300444	0.330694315206556	0.825081920745814	0.411907345828228	0.109074941821607
"O43166"	26037	"SIPA1L1"	0.416196303532368	0.478622009384238	0.472679517790467	0.401297139017603	0.776856731543338	0.405028342154297	0.324065311645456	0.520581557460659	0.7124342608196	0.399119682350911
"O43169"	80777	"CYB5B"	0.490146030323825	0.0219284775649068	0.779623569968575	0.674239138177167	1.01939425491743	0.981858289163293	0.675163720272527	0.882149122321693	0.27228678898859	0.202592516133321
"O43172"	9128	"PRPF4"	-1.01847607580142	-0.852743344259312	-0.457206303072426	-0.659058362624517	-0.5113460568418	-0.565017131011236	-0.519385049925787	-1.04912755758547	-0.747657968219838	-0.369610963745402
"O43173"	51046	"ST8SIA3"	1.53923196890709	-1.17819620281643	1.37632121868325	1.61696037005199	NA	NA	1.22403681744175	2.05750000360874	1.60728805952629	1.33068598926799
"O43175"	26227	"PHGDH"	0.133384686468524	0.310216539135844	0.148702116444582	0.455809469782289	0.347254492054825	0.273202577056517	-0.0351920070147911	0.0740800644665473	-0.0567203878200325	0.0780502312648058
"O43181"	4724	"NDUFS4"	2.38466500756194	1.76255250784397	1.51514493938451	1.77093887592413	1.94074171553451	1.84448213364792	1.67330599727577	2.37435206709829	1.92103313931163	1.60814597881626
"O43182"	395	"RHG06"	-0.601525759206771	-1.11035346163707	-0.418916455639732	-0.0488979064349396	-0.363920818013591	-0.292912223852855	-1.24306377056973	-1.07420231354619	-0.845230454592939	-0.510579910163081
"O43189"	5252	"PHF1"	0.122286142407373	0.353255274621215	0.176945108307224	0.335088725707689	0.327944062228068	0.161906142587591	-0.04883853937159	0.168256567500318	0.127513262026098	-0.116250830367856
"O43236"	5414	"SEPTIN4"	1.82758243069763	1.54263884268231	1.46346903011615	1.20731976515107	1.58667007657621	1.6718013763292	2.15217069861179	1.90787059758568	1.33914554232646	1.52406023269905
"O43237"	1783	"DYNC1LI2"	0.135729586516884	0.188689027905724	0.471425016287645	0.257837115045134	0.382144613784257	0.442064354070993	0.429787870143338	0.258109887676273	0.317773119026537	0.288988062804017
"O43242"	5709	"PSMD3"	-0.43113870454344	-0.198360845506349	-0.147765132722214	-0.210418015500475	-0.30225630925691	-0.222608726567574	-0.194713049090262	-0.379914007628028	-0.12524692730559	-0.340827508771149
"O43251"	23543	"RBFOX2"	0.252663035516047	0.555704819855701	-0.250046864583492	0.362300340818213	0.322645612380441	-0.182650931793944	-0.658886921756751	0.168345603917963	-0.902134680957661	NA
"O43252"	9061	"PAPSS1"	-0.804638206116642	-0.653918829610665	-0.526284297616126	-0.532969759502938	-0.719421320587068	-0.0911411571096323	-0.498714095790429	-0.846447967456906	-0.748181868522555	-0.731336255361466
"O43257"	10467	"ZNHIT1"	-0.525452323270499	-1.11671265306038	-0.369728762374443	-0.283773005160048	NA	-0.760126146960055	-0.702583290173794	-0.903857854779238	-0.779406440372807	-0.88679337737158
"O43264"	9183	"ZW10"	-0.0335674130618985	0.0435343436661459	-0.207404234858507	0.0123454713892012	-0.0257893336161544	-0.0546396540665551	-0.303942115296456	-0.172312755307208	-0.0726755015679701	-0.119332965025667
"O43272"	5625	"PRODH"	1.39747160195686	0.957258563929121	0.863538201589865	1.09019373492872	0.689187283493491	0.312638348994566	1.11129461187425	1.34661122717349	0.999999470364456	1.04252034875555
"O43281"	10278	"EFS"	0.145048142521728	-0.355037509027508	-0.0508642603264576	-0.263579976364374	0.41704334840046	0.108782266523278	0.191943215126458	-0.324730266437595	-0.68677706225223	-0.556709935637162
"O43283"	9175	"MAP3K13"	1.3162098668061	NA	1.01353345240436	1.3962285960556	1.74839480922097	1.94578901055692	0.967569971541186	NA	1.36919907704854	0.214572676747519
"O43286"	9334	"B4GALT5"	-2.25917876474647	-2.69850644259362	0.415062970250294	-1.03536176200218	-1.39292104686602	-0.584681240532819	-1.16998996379061	-1.64396485381377	-0.998868060387809	-0.935379838396245
"O43290"	9092	"SART1"	-1.28792381132785	-1.0325750439461	-0.507234639239478	-0.833466356225434	-0.527577795362441	-0.544502987671314	-0.820127522442859	-0.943653726085463	-0.673345158748004	-0.892506531706863
"O43292"	8733	"GPAA1"	-0.330683728278461	0.0494922426297013	0.0048576845531039	-0.221363194950056	-0.272577924171159	-0.0413434449021606	-0.44645561030561	-0.237208357373349	-0.149590763917952	-0.292743926718885
"O43293"	1613	"DAPK3"	0.454475904549312	0.696432316700416	0.485185702077885	0.538998841473921	0.236849220701422	0.542929844458784	0.625874791586891	0.51877223191665	0.466015200244601	0.393863969778185
"O43294"	7041	"TGFB1I1"	0.154397315238539	-0.541868303326274	-0.950097181067416	0.0526633423180831	-1.17477571543879	-0.576560913740998	0.0222863853839013	-1.01789803930347	0.245342763470058	0.0151311957032948
"O43295"	9901	"SRGAP3"	1.44702078137962	1.26993621934572	1.35524463569067	1.37564090944635	1.30312907708907	1.25118644450052	1.34132746500468	1.91396725473378	1.48105593660333	1.22107827935042
"O43298"	23099	"ZBTB43"	-0.234423132409973	NA	-0.227056069619639	0.069069318638905	-1.16379048482721	0.133899023083357	0.160301924004773	NA	-2.09429830545943	0.076057019156567
"O43299"	9907	"AP5Z1"	-0.236778776396251	-0.318114389555999	-0.074578339273811	0.0742538413392541	-0.164672320222825	-0.425324186251203	-0.234273293993916	-0.0406663822275136	-0.140926058092945	0.0458393615727528
"O43300"	26045	"LRRTM2"	1.46564750218279	1.16547244875206	1.11799678354524	1.03750532062068	1.00891687291182	1.20448550303808	0.605978282481467	1.16025659276988	1.09505559549426	0.890490685110523
"O43301"	259217	"HSPA12A"	2.54218662824161	2.22467873066276	2.08100766696149	1.87134943688018	2.22155050043679	1.92232538801037	2.29922042163608	2.93749315071254	2.04324111956107	1.7812538589671
"O43303"	9738	"CCP110"	0.401405511038123	0.88480397956002	0.56724923873642	0.0045776782211011	0.475721982120066	0.564157309006617	1.0428426264678	-0.0716450277766519	0.514401443362211	0.147336064326339
"O43306"	112	"ADCY6"	0.368383873087713	0.45800913748019	0.227444393247523	0.409775167733908	0.610449171222031	0.529459728669783	-0.0574120070688545	0.590038533301828	0.595528873430089	0.676651062983856
"O43307"	23229	"ARHGEF9"	1.89092164756169	1.71697763609903	1.48875873549839	1.56376222932761	1.52534932828795	1.47764071904948	1.47919612562672	2.0127248860978	1.4654399005265	1.55885888951424
"O43310"	9811	"CTIF"	0.516174937730032	0.722394051231888	0.492257029424582	0.538567433435297	0.755868439582299	0.598321127613882	0.494315633294452	0.934892684274078	0.458876526575807	0.500007838377674
"O43312"	9788	"MTSS1"	0.0366705480367275	0.754099697880523	0.698717749927889	0.0036454610365495	-0.229489017474567	0.21501829248887	0.132146248370288	-0.131490727225681	0.615221561067004	0.305218367110867
"O43314"	23262	"PPIP5K2"	0.437519723676933	0.193432912788303	0.250517880367397	0.274001780011191	0.486428838210779	0.440287158926404	0.210414576569572	0.436086119083502	0.374324279371137	0.238394091827317
"O43318"	6885	"MAP3K7"	0.11227122437983	0.221116104889564	0.192652494054749	0.170162640922204	0.390375156129651	0.249327803711335	0.217965459138289	0.161416851423864	0.376105438776029	0.142441733964733
"O43324"	9521	"EEF1E1"	-0.23619818005156	-0.0160476369509488	-0.14866241403578	-0.145702121424654	-0.216448616314002	-0.376433152277165	-0.576066276287869	-0.28363779391152	0.186532916659051	-0.608205979969131
"O43325"	57149	"LYRM1"	1.87598351908091	1.40908481789257	1.17585191186893	1.55947308580778	1.15148519018964	1.4282853136824	0.865499093107251	2.12123411473559	1.81112664514772	1.55332418293377
"O43347"	4440	"MSI1"	-1.74795432217315	-1.50802382989435	-0.386964345208349	-0.126533595977441	-0.369330371244302	-1.07886688850341	-0.907799726462813	-1.76074891939402	-0.800924713907623	-0.280467406885814
"O43353"	8767	"RIPK2"	-0.669885353827362	-0.353791392993011	-0.426757670842333	-0.555037972041144	0.168858554614235	-0.0878642083632387	-0.378172913108324	0.0889159374079445	-0.367560126088065	-0.352524639483711
"O43374"	10156	"RASA4"	-0.231683627036032	-1.52803883693199	-0.955801890319983	-2.65266223591421	NA	1.60246751494907	-0.646777070942998	-0.520331553927697	-0.073838848144216	-0.593306923769816
"O43379"	284403	"WDR62"	-0.466077435783837	-0.288891106643354	-0.263496619419902	-0.0965368292969292	-0.513347232958332	NA	-0.537240186163488	NA	-0.54597772989176	-0.992787593488475
"O43390"	10236	"HNRNPR"	-0.794120028285028	-0.372340687891392	-0.258286968400194	-0.431226456966794	-0.366971045359591	-0.247710775629837	-0.463310791978338	-0.435380025583596	-0.597872847242175	-0.443213659499988
"O43395"	9129	"PRPF3"	-1.1617762649881	-1.14379290760749	-0.743362309129606	-0.825987419283705	-0.784645609188064	-0.543646027698644	-0.872977522056523	-1.02381251081362	-0.671924347763758	-0.911096753628962
"O43396"	9352	"TXNL1"	0.054112785482675	0.0526370145921928	0.304908066559113	0.0209515150100467	0.0631354031386019	0.255967180810742	0.101225927799954	-0.0514440722229565	0.0811191403289628	-0.19480220560141
"O43399"	7165	"TPD52L2"	-0.564579533452109	-0.153596172581808	0.0052146494587451	-0.122378939050196	-0.0862736975261056	0.044598265536918	-0.300111213385173	-0.109607197407586	-0.525922829843716	-0.153762807640089
"O43402"	10328	"EMC8"	-0.481478547469908	-0.113216795692557	-0.320919252706564	-0.0225080924581419	-0.201046977047965	0.0464267790333744	-0.0469380560725239	-0.390697831278777	-0.392048279874004	-0.318395195059716
"O43414"	79033	"ERI3"	0.354321469897333	0.193702721703226	0.520418097562196	0.387325641211472	0.653252945488028	0.404293043519158	0.520796532324531	0.672079732126935	0.52569712400269	0.329594072405913
"O43422"	5612	"THAP12"	-0.671632015227998	-0.332879183280447	-0.205964241461843	-0.0651158940968053	0.667024203407481	-0.0374089760820042	0.0752993493005025	0.281537049002634	-0.205266915837513	0.304066907616903
"O43424"	2895	"GRID2"	0.455051891026706	0.634326182130423	NA	1.09781617785511	0.333042454575215	0.791945093568653	0.507372086254632	0.674692248597946	1.03494497667477	0.674815357065657
"O43426"	8867	"SYNJ1"	2.12109159208228	1.47235007484817	1.60245782946927	1.64836296167537	1.59783508789524	1.55094201305891	1.71764500691257	2.17459363491266	1.72533711429955	1.51868480308959
"O43427"	9158	"FIBP"	0.832067123840445	0.822403973392995	0.76244791945021	0.907506065793173	0.894840524905044	0.998632893209679	0.881309812321248	0.884382652297544	0.846230372674946	0.85606657789845
"O43432"	8672	"EIF4G3"	0.445360343083607	0.240372201945181	0.403866328038776	0.348846484906325	0.365328741389913	0.375175891673619	0.213313461188771	0.606191065981173	0.482429058233845	0.0963214520508033
"O43447"	10465	"PPIH"	-0.152137735090004	-0.0086451178155453	-0.0616118675893038	-0.0061337078915112	-0.0018349638717471	-0.248312224541406	0.0301148639442838	-0.155289630147039	0.0146255562190531	-0.0812405311560143
"O43462"	51360	"MBTPS2"	0.238935504443112	NA	-0.13438351894965	NA	-0.552720834398486	0.16786778418602	-0.875001629949738	-0.512091401828909	-0.245514188788877	NA
"O43464"	27429	"HTRA2"	0.714635119636137	0.506554774667501	0.559738636200806	0.719070844993563	0.473962450937145	0.610808586160577	0.33387098996011	0.793435054887307	0.246706458980087	0.743051371133175
"O43488"	8574	"AKR7A2"	-0.0856943396588691	0.250284391019375	0.153579999729888	0.524505468610952	0.230116659360278	0.259886122445982	0.302452576326373	0.333337833210297	0.256699697169874	0.456711819553456
"O43490"	8842	"PROM1"	-1.4263830899494	-0.732202507916321	0.291195555842941	-0.571199528220766	-0.0952770932923042	-0.691000806378802	-0.789158050752263	-0.941046640052249	-0.464490553042047	-0.337600280323767
"O43491"	2037	"EPB41L2"	-0.137640550025969	-0.299109566599458	-0.198159775141832	-0.160340084600831	0.285593491044459	0.0634817031980797	0.381029361642834	-0.28024365563422	-0.152572037803511	0.0781366549054499
"O43493"	10618	"TGOLN2"	-0.0600829458124916	-0.236146119677669	-0.0308047605470451	0.0813881505666779	-0.0762178219014049	-0.0182981753723713	-0.0703075712089763	-0.142811336679578	0.136544634319605	-0.0723113292003507
"O43502"	5889	"RAD51C"	NA	NA	-0.30575933620413	-0.0092068436150621	0.247103099449243	0.244566758980372	-0.585473963208914	NA	0.236699621052421	0.209106781909685
"O43504"	10542	"LAMTOR5"	0.148729609557775	0.361693900138337	-0.738111119737709	-0.0493767861945413	0.365703640738545	0.315805623287656	-0.699414548266517	-0.337815002084382	-0.378750217581018	-0.486305089717619
"O43505"	11041	"B4GAT1"	1.14674048139891	0.763512127717211	0.690834364510283	1.07762950288991	0.832808069027917	0.856815949150086	1.12590069696808	0.978406304845254	0.969094281914348	1.02954117170362
"O43513"	9443	"MED7"	NA	-1.07502541110803	-0.494523525613121	-0.753434114058965	0.43482907135455	-0.264539807905776	-0.313977944100941	-0.245284414205482	-0.472306920189575	-0.169668482923351
"O43516"	7456	"WIPF1"	-1.59427970161465	-0.961491014604858	-0.513603519302425	-0.936009086899175	0.106418899286136	-0.388385264543033	-0.543855697046094	-0.728399343387494	-0.774510752831839	-0.888924866279441
"O43524"	2309	"FOXO3"	0.432177343534187	0.35589215165198	0.98342155975539	-0.107876184034951	0.559190842834023	0.53631499900448	0.555742286454175	0.134308542092366	0.685458827600697	1.12034043120211
"O43526"	3785	"KCNQ2"	2.14508941541136	1.89041584952255	1.68252884091119	1.64587933142171	1.8964445095334	1.62758053343299	1.30172034764517	1.91893010349565	1.98000495720577	2.0231208898104
"O43529"	9486	"CHST10"	0.877796074077175	-0.0749938738234587	-0.419089795858096	0.0051922816938304	0.0877337614834173	-0.208908630366872	-0.272519838308121	0.218203766067641	NA	-0.263223936940641
"O43556"	8910	"SGCE"	0.621994473539091	0.996167599554527	0.412394494789322	0.445403740441129	0.56452480107049	0.53644500949666	0.173099123959078	0.61059596775681	0.394350853201336	0.735076471085326
"O43559"	10817	"FRS3"	2.4992995380756	2.59826388434939	0.704710368879193	1.69638467002796	2.18220374615135	1.12117389130365	0.829316842646765	3.76136083224234	1.70961468101146	-0.143428489592981
"O43566"	10636	"RGS14"	1.5847091092649	1.5371188584876	1.5579303984484	1.34737595742654	1.53017417601211	1.64093674530881	1.54918473494565	1.73928667201288	1.9416544241004	1.19608032792918
"O43567"	11342	"RNF13"	-0.0388290224672701	0.759093922378509	0.172392865698628	0.118490729333256	-0.019693455050695	-0.0465809762825438	0.343340466807672	-0.238623210523187	-0.293608770585967	-0.253758635390735
"O43570"	771	"CAH12"	-3.26123899566062	-0.673751217060233	-1.96534005434798	-2.00649855861794	-1.0906190903329	-0.531386057491133	-1.10900697522556	-1.83837218208031	-0.897946831538519	-1.04650448212206
"O43572"	11216	"AKAP10"	1.33536825566597	1.24123329543735	1.13963301954794	1.05017845720186	1.13987029374714	1.21697180768374	1.05445779351091	1.20144918532859	1.27158240198801	1.20903081467811
"O43581"	9066	"SYT7"	2.51516444890979	2.0726142898468	1.9237002162563	1.96778379689751	2.16734802404577	1.93392321758232	2.10692891374041	2.76881012067023	2.06742094060148	2.00901013193768
"O43583"	8562	"DENR"	0.249977346646407	0.02658057222112	0.145269660046616	0.0712106357994805	-0.0258515470071295	0.241824008399446	-0.334875531091461	0.484832763093719	0.37270083939347	0.341441722491291
"O43586"	9051	"PSTPIP1"	-0.62709939250508	-0.650747268964509	-1.39568073141547	-0.0609955201383253	-0.533873109471599	-0.867358387516893	-0.783594180519655	-1.77527736659164	-1.48723706595057	-0.86307769946071
"O43592"	11260	"XPOT"	-0.349700941359202	-0.341408248910899	-0.176392704474873	-0.0608659955875995	-0.0002729434450779	-0.179935181037071	-0.265190203938193	-0.225494233703367	-0.306517742783107	-0.101148622047483
"O43597"	10253	"SPRY2"	0.598634507302013	0.556843652994189	0.735052094901798	0.580183283249472	1.12112687073351	0.915523331185749	-0.0260632699235388	1.26095550325048	1.05239431285152	0.375039102705159
"O43598"	10591	"DNPH1"	-0.188113734381535	0.133756590267357	0.0491004433615371	0.0326112017565408	0.0691122539758764	-0.0674681999983589	-0.0575156024284652	-0.234580672775702	-0.0470861623700075	-0.0632572415309815
"O43602"	1641	"DCX"	-0.743094995383391	-0.765077902626829	-1.47654098140208	-0.733755183235359	-1.65848470385579	-1.37267058215031	-1.53414454771274	-0.775068530364157	-1.10373447462517	-1.75690285878695
"O43609"	10252	"SPRY1"	-1.60541222781145	-1.39292558489355	-0.596731107539356	-1.26454714996911	-1.13776966775434	-1.33316917556485	-2.77271190341426	-0.799309079226217	-0.0356290134807418	-0.96187849948128
"O43615"	10469	"TIMM44"	0.503430000119899	0.283646052277064	0.480235796720251	0.408929790109229	0.464828826945259	0.142704061442273	0.270415138765339	0.522993715804522	0.488737550601129	0.348069475384824
"O43617"	27095	"TRAPPC3"	0.431195213444123	0.597910930903919	0.478706586896786	0.271822934464105	0.309897040959746	0.415986354985586	0.4801801787536	0.472554593143267	0.620821316603181	0.439336357836674
"O43633"	27243	"CHMP2A"	-0.455424968041874	-0.327897986314756	-0.197696995044475	-0.182447143678976	-0.367697563716939	-0.14705063462925	-0.1307560218611	-0.12340977183655	0.0683987982313783	-0.154774474410065
"O43639"	8440	"NCK2"	0.984906061666561	0.85471112601176	0.736904794621307	0.913831737352329	0.614959066243132	0.798935162175564	0.958305550098418	0.887652691934741	0.791190767919494	0.780820977469802
"O43657"	7105	"TSPAN6"	-1.52553522869064	-1.1458249239497	-1.20568752587832	-0.75916342694524	-1.59528222719725	-1.75989426800018	-2.01886146090518	-1.37745068388372	-1.25269259497947	-1.75870887285559
"O43660"	5356	"PLRG1"	-1.12567006516321	-0.905342296848137	-0.460469308009745	-0.616372248568674	-0.283551650130401	-0.479068199216707	-0.662257468762357	-1.00053999230493	-0.374541505230582	-0.278394516334143
