"UNIPROT"	"Entrez"	"symbol"	"GBM_GTEX.Y8DK.0011.R10A.SM.HAKY1"	"GBM_GTEX.UTHO.0011.R10A.SM.HAKY2"	"GBM_GTEX.R55F.0011.R10A.SM.HAKXY"	"GBM_GTEX.QVJO.0011.R10A.SM.HAKXV"	"GBM_GTEX.P44H.0011.R10A.SM.HAKXX"	"GBM_GTEX.RU72.0011.R10A.SM.HAKXS"	"GBM_GTEX.RN5K.0011.R10A.SM.HAKXU"	"GBM_GTEX.WVLH.0011.R10A.SM.HAKXZ"	"GBM_GTEX.Q2AG.0011.R10A.SM.HAKXT"	"GBM_GTEX.NPJ7.0011.R10A.SM.HAKXW"
"A0A075B6H9"	28784	"IGLV4-69"	-2.33670465946162	-0.803496910976274	-3.86815287698692	-1.32068256423753	-1.24295831416423	-0.483975067976769	-0.76805114190675	-1.20802528745663	-2.43906330332212	-1.68189899295671
"A0A075B6I0"	28774	"IGLV8-61"	-3.54715318578963	0.0224874510036331	-1.44828352585866	-1.55146050130842	-2.86601690384319	-1.89046879363896	-1.96912568644777	NA	-1.86827555131337	-1.61239511467746
"A0A075B6I1"	28785	"IGLV4-60"	-7.14208251177449	-1.46267734371654	-3.72835028451456	-2.94026226159536	-2.74385687522037	-3.02269468670263	-5.52939853942642	NA	-3.21734366417708	-3.23383380591307
"A0A075B6I4"	28772	"IGLV10-54"	-0.32110714801554	-1.16388530237089	-2.01659056127723	-1.95266882258163	-0.263313674275963	-0.38352097374147	-0.806776653209593	-1.07721470979713	-1.19142676287953	-0.535573625423736
"A0A075B6I9"	28775	"IGLV7-46"	-1.46455054022277	-2.80443960517494	-2.53881227943182	-2.56161715343353	-3.02893063215573	NA	-3.20498579869219	NA	-2.44546973377216	-2.81754441781348
"A0A075B6J9"	28814	"IGLV2-18"	0.0092206451450123	-0.302310230024076	-0.689185128180586	-1.83418935903701	0.0732893401929701	-0.473244258020504	-0.456307320140851	-1.00424320431028	NA	NA
"A0A075B6K4"	28803	"IGLV3-10"	NA	-1.67921276505304	-0.735473816950642	-0.976968478462281	NA	-0.512366733455807	-1.26543383586984	-3.46021762084407	NA	0.759913171054874
"A0A075B6K5"	28804	"IGLV3-9"	-3.14504904081659	-2.26070940154628	-2.34430032113768	-1.13758123663371	-1.75312797653935	-0.482730271818138	-0.776095170437245	-1.09060615437138	-1.63344847674393	-0.908076840665861
"A0A075B6Q5"	28414	"IGHV3-64"	-2.7252966961856	-1.17037929792309	-1.11540711341183	-2.01900606905812	-0.591412757410451	-1.87041877578033	-1.17373481941191	-2.76851334598966	-0.100101368601785	-0.307252178139698
"A0A075B6R2"	28401	"IGHV4-4"	-3.53316128012178	-2.40898041767271	-2.81547324841118	-4.24692828658056	-1.027166079693	-0.51705978624382	-1.61536372250959	-1.32809074800566	-0.622808264586151	-0.993913235473582
"A0A075B6S5"	28935	"IGKV1-27"	-5.54856293978877	-1.56380112693861	-3.27323719461173	-2.3352444856454	-1.50105509260449	-1.5404233461243	-0.95011121173184	NA	-1.40187829350464	-1.47285559671219
"A0A087WSY4"	28398	"IGHV4-30-2"	-2.55414468162212	-1.62471775442226	-2.09413226865845	-1.47880055497968	-0.512962950832848	-0.0708311345741215	-1.94539508822017	NA	-1.67689363917712	-1.49097825693947
"A0A0A0MS14"	28466	"IGHV1-45"	-1.98371016277428	-1.49322611211614	-1.65116511011388	-2.48313213569928	-1.0470377888584	NA	NA	-2.72109304796736	-2.08919077449714	-0.803030500034305
"A0A0A0MS15"	28423	"IGHV3-49"	-1.74194209629509	-1.08901035459452	-1.6147505044147	-3.08530789750725	-0.96669526819772	-1.52830931131021	-1.84394006648947	-1.26942922306949	-2.51005719178627	-0.109428214805471
"A0A0B4J1U7"	28385	"IGHV6-1"	-1.90423019266027	-1.14601987344029	-1.60815519609522	-1.64543870929409	-2.10673853498787	-1.66856941713285	-1.02538444948634	-1.31073087865942	-2.33291020128538	-1.25737658402181
"A0A0B4J1V0"	28448	"IGHV3-15"	-1.72747977485146	-2.1545975176594	-1.12251170008923	-0.750193627859082	-0.0115371701316169	-0.347190412716236	-1.27419894159147	-0.692530636225312	-1.67862777289716	-2.30139894907675
"A0A0B4J1V2"	28455	"IGHV2-26"	-1.142285794765	-1.25379922861966	-2.20034523538034	-1.55803902414171	-0.200950962475239	-2.11281668971912	-4.54577603425832	0.146216480915519	-1.19458307678794	-0.68031177431663
"A0A0B4J1V6"	28409	"IGHV3-73"	-2.09949886948592	-2.90142085941571	-0.23900646567224	-2.00752625622606	-0.116229882630718	-1.95398029009111	-0.521364500212848	-1.38013890801418	-1.24608495308254	-0.085425876381289
"A0A0B4J1X5"	28408	"IGHV3-74"	-4.19613933659537	-4.16180505826039	-2.11376045405362	-2.18303752770178	-1.35216489461831	-2.00377132601985	-1.33469687376539	-1.55084149732801	-1.49191602641034	0.680718501465458
"A0A0B4J1X8"	28426	"IGHV3-43"	-0.857115660388335	-0.146245235445357	NA	-1.27009895218349	-0.954029368926652	-2.05700577553257	0.14281364086577	NA	-2.519698146577	-0.165472548921991
"A0A0B4J1Y8"	28773	"IGLV9-49"	-1.56878518552602	-3.63609256286674	-2.80659617801104	-3.14825641496288	-2.60460365065821	-1.95271870443779	-2.59258833986727	NA	-2.54153949328327	-2.87834385657539
"A0A0B4J1Y9"	28410	"IGHV3-72"	-2.33820975416186	-1.8115698784923	-0.976219475760466	-2.01214329517194	-1.05795219002364	-0.249549695646863	-1.70642989980199	-5.1383046763582	-0.785224339628344	-0.767624434772025
"A0A0B4J2F0"	101928527	"PIGBOS1"	0.83978472763788	0.678643246742801	0.833672540317625	0.518888238635484	0.604108897766045	0.476118221962509	-0.207518518570606	0.671392221881647	0.155690011030929	NA
"A0A0C4DH29"	28473	"IGHV1-3"	-1.92012156997867	-5.018214877771	-2.00130223315711	-3.66289999419073	0.192549182167376	-0.476419974161914	-1.53386719051143	0.0975516395093808	-1.86394573576516	-3.50062500569393
"A0A0C4DH31"	28468	"IGHV1-18"	0.302296474194326	1.19798474770307	-0.185707556349981	-0.933218414749094	0.927583547504541	0.967258568416605	-0.127579355867274	NA	-0.714970500288861	-2.63185929841423
"A0A0C4DH32"	28445	"IGHV3-20"	-1.37479100037575	0.051898391437001	-0.577204676063636	-1.35833353624358	-0.319685221090519	-1.34121559027211	-1.31986808316311	-0.901802546682109	NA	-0.033016170519155
"A0A0C4DH33"	28467	"IGHV1-24"	-0.71148239500346	-0.0121488885862079	0.624190391840755	NA	-0.113056245170306	-0.178909739329031	-0.798057607667311	-0.165611958433345	NA	-0.294021095546748
"A0A0C4DH34"	28400	"IGHV4-28"	-3.1162353461114	-3.85736537816693	-3.04558002643154	-2.29233666012663	-2.33116350500303	-2.72634059712544	-2.3183470644205	NA	-3.7754623030077	-1.57361845910341
"A0A0C4DH35"	28432	"IGHV3-35"	-2.25996927770209	-4.29977218688023	-0.70963814865095	-2.03603118563583	-1.48754913412091	-2.06885216735788	-2.91555514369306	-1.95454190088903	-2.7525377707829	-2.4434248001961
"A0A0C4DH38"	28388	"IGHV5-51"	-3.499469854222	-2.72005234362468	-0.395826774079082	-2.30311320549584	-1.15230782176088	-1.27780973334497	-1.1477068099972	-2.39835097642545	-1.44521191681583	-1.27655426235522
"A0A0C4DH43"	102723168	"IGHV2-70D"	-3.27360283102096	-1.68300872765212	-2.43360974423019	-1.35353400852995	-1.61832197868367	-0.842571051651792	-2.27978352888092	-1.84353891317324	-1.20251392281829	-1.40134052042051
"A0A0J9YX35"	102723170	"IGHV3-64D"	-5.9761954562743	-2.52562563595826	-2.2100842235118	-3.17121346484477	-0.897307479638028	-1.27954220155545	-2.09503613873594	-1.80287818789128	-1.49206006576219	-2.98721307820652
"A0A0J9YXX1"	28386	"IGHV5-10-1"	-2.72267894083602	-0.668576599224538	-1.22613867464539	-2.06016372930842	-4.22604871255024	-3.14345783314748	-3.17608007762531	-5.93494472573559	-1.69752792649714	-2.56200749158298
"A0A0U1RQS6"	105378696	"TMEM275"	3.66307271023668	1.82040434678613	1.78698011099184	2.17083359640853	2.57858439922168	2.58213750959366	1.68381804382054	4.44022325520543	2.57385190987894	1.79876292581892
"A0A0U1RRE5"	550643	"NBDY"	-0.395905863765718	-0.418346607778522	-0.299336314667138	-0.0798436465350805	0.742577135187655	0.0543321608924757	-0.375479569729955	-0.0360957022131804	0.15800958078506	-0.197132789724761
"A0A0U1RRL7"	101410538	"MMP24OS"	1.44311311079361	2.81478739465609	0.449828826771799	1.30081679998828	1.21025604538699	1.04544984742335	0.956324321092413	2.19508480454757	1.82059656805945	1.04355265409177
"A0AV96"	54502	"RBM47"	-1.90600631873392	-1.15895525853101	-1.29965929087593	-1.54057532372391	-0.666002507589	-1.2191983081722	-0.717724086407805	-0.332702526686317	-0.62011747463428	-0.200178719690843
"A0AVF1"	79989	"TTC26"	-1.23247919722471	-0.699617163135755	-0.783983083195976	-0.767877392322363	-1.12642784398268	-0.63994674528	-0.877123074135646	-0.868128200145675	-0.393943454918514	-0.276013686756009
"A0AVT1"	55236	"UBA6"	-0.369985183120181	-0.207299303972604	-0.10768448676294	-0.126160286342152	-0.134903207524243	-0.0175035401658054	-0.100832204839098	-0.403941764249545	-0.125556002121985	-0.269561932831763
"A0FGR8"	57488	"ESYT2"	0.463170254943357	0.534653268232568	0.460482767485739	0.734212048428955	0.565213802191487	0.486272369199962	0.46257363484095	0.527586153786937	0.563553805312387	0.666935416731089
"A0JLT2"	219541	"MED19"	1.03046140016852	0.0889320744130117	-0.112835338691662	0.273418978360453	0.148279316174279	0.0963529268285782	-0.264618094771888	-1.50447440319838	-0.823534768418851	-0.200311759883999
"A0JNW5"	23074	"BLTP3B"	0.995899395741833	0.755408773698756	0.842175082145317	0.941407490937635	1.10948165408464	0.960346171774029	0.921091900078961	1.01750637943808	0.99301729052707	0.875642864787281
"A0M8Q6"	28834	"IGLC7"	-3.61417824957754	-4.38074098057745	-2.42269340663189	-3.70792817917312	-1.61201258096687	-1.55852543276799	-4.23873733990628	-4.42190424896978	-3.15954127344454	-1.68690576671563
"A0MZ66"	57698	"SHTN1"	0.691292902796588	0.629244929068978	0.728189232347118	0.511824729745492	0.709151889563599	0.92085042209699	0.968107045612767	0.684840100902291	0.36906017213812	0.396754369828475
"A0PJW6"	79064	"TMEM223"	0.610011159287679	0.853519802352648	0.386192119644137	0.284990038248895	0.498092483591221	0.448728805387271	0.695140329561672	1.30211099195913	1.56088494734497	0.877683903230925
"A0PK00"	144404	"TMEM120B"	0.551356394439811	0.803128633643661	0.771198152762558	0.748672354550939	0.764967262659443	NA	0.0200935231421925	NA	-0.167607908789919	0.868537282142674
"A1A4S6"	79658	"ARHGAP10"	0.0137616190923543	-0.140376987638447	0.0849726020183019	0.0060355452799735	-0.342929965178782	-0.0966841660977091	-0.503658234541646	-0.482212577144995	-0.0532737154435546	0.08518786360894
"A1A5C7"	63027	"SLC22A23"	1.5584044711542	1.60299437304932	1.45695653382779	1.38955253233439	1.62572086693627	1.27913383709076	0.817900806131605	1.80406281354544	1.60559202002348	1.34440317556248
"A1IGU5"	389337	"ARHGEF37"	0.194930238756772	0.196167447544167	0.208155621020652	0.254891076907873	0.291571583048514	0.455562932374015	0.641647836214458	0.244301986087813	0.286789633728898	0.437092612535759
"A1L020"	92312	"MEX3A"	0.0119284147022133	-1.70082146887442	-0.223639363617919	-0.680115220979179	-0.566890508457981	-0.197293415129033	-0.599546552725962	0.341189091988356	-1.00741352139836	-1.18775216987016
"A1L0T0"	10994	"ILVBL"	0.0309732677935862	0.137372557907516	0.224772885008272	0.212290350004287	0.208634371545939	0.168973133866988	-0.208483089957907	0.160635093430653	0.130453765222054	0.153874381409487
"A1L157"	441631	"TSPAN11"	-1.66185561982152	NA	0.0150039213315243	-0.216941961066996	-0.659989636690578	NA	-0.735621341081585	NA	-0.912758600580147	-0.382888918240387
"A1L170"	400793	"C1orf226"	-1.46611498402019	-0.486639765229653	-1.26853659440673	-0.696440581384276	-0.495376003790896	-0.270683290646262	-1.31269355225233	-1.51226271255602	-0.203414521180697	-1.28549736617967
"A1L188"	284184	"NDUFAF8"	1.99184526018453	1.50117781500825	1.45993637215798	1.11616701695909	1.29698264177648	0.811316113219198	1.15077203048824	1.65204470852402	1.82064475827088	1.32021615804674
"A1L390"	26030	"PLEKHG3"	0.386946878307333	0.941824975290952	0.49703658302229	0.518580332399765	0.803273420946947	0.64047141906514	0.995284517295032	0.596638902994501	-0.20635299629221	0.433003466133424
"A1L4H1"	284297	"SSC5D"	1.88569873355788	0.0712926823136764	0.470474865087396	1.25012738547741	NA	0.475216921050693	-1.33226054278642	-0.650572225975396	1.21243409878361	0.970815533109347
"A1X283"	285590	"SH3PXD2B"	-2.30360169579757	-1.52298757105593	-1.46729000099949	-1.32590143576409	-1.17667051690275	-0.955120187521557	-1.19900364645473	-1.59895292667568	-1.24346626779163	-1.37312834853732
"A1XBS5"	137392	"CIBAR1"	0.388079063131358	NA	0.446191577684766	0.722370720643501	0.72903922136474	0.529353391024729	0.315402224475641	0.694645262620656	1.06345026376148	1.21319267853841
"A1Z1Q3"	140733	"MACROD2"	2.03244193358852	1.54148684216182	1.5483755683361	1.32537353863304	1.63134467636266	1.46409898600912	1.52875403837911	1.76351057880091	1.24688462916126	1.2627389112701
"A2A2Y4"	257019	"FRMD3"	-0.332156462369692	0.212848542248862	-0.260221120669487	0.326433083168197	-0.0003323280603763	0.108908627677219	0.992404747264541	1.26114568253076	0.54373092874041	-0.212755040254382
"A2A3K4"	138639	"PTPDC1"	1.35596740055434	1.29983493988771	1.00981078182198	1.05820975937887	1.58717698950495	0.992508165304905	1.17063332185542	0.999755409444939	1.58129166039841	1.30346713731954
"A2AJT9"	256643	"BCLAF3"	-0.850568413352802	-1.02957688387907	-1.11814591655597	-0.637337804563625	-1.1258445176864	-1.12621350813952	-1.03815927260783	-1.08087098386249	-0.840880860429777	-0.261553420232328
"A2RRP1"	51594	"NBAS"	-0.165245507376901	-0.258253595984222	-0.163514621493609	0.00551539504546365	-0.0240215937347393	-0.0760505029912456	-0.253930001780197	-0.281845415782468	0.0980580299830303	-0.112445983866561
"A2RTX5"	123283	"TARS3"	0.430855503425403	0.459758323650873	0.424586611195682	0.381115267998651	0.464417136057262	0.449579978521603	0.592124378152292	0.468295681034251	0.34985261774216	0.23614752464168
"A2RU30"	9840	"TESPA1"	3.51990034462961	2.81455843495769	1.8935602356839	2.35289759167564	1.98029081264448	1.75332400143264	2.19899952298453	0.990235744231891	2.29691533672606	NA
"A2RU67"	57613	"FAM234B"	1.84821028854409	1.69280553105381	1.63374893426885	1.34619216562657	1.40409800723089	1.33813954940059	1.07991316452684	1.50840410125877	1.33316899186237	0.977642921939783
"A2RUC4"	129450	"TYW5"	-0.0384410170092236	0.118448368549557	0.0040730404207133	0.0878805636695092	0.0532406949035147	0.466060559917481	0.127863584389736	0.11818165745258	0.0020809212649294	0.0931570597943223
"A2RUS2"	22898	"DENND3"	-1.01489303522996	-0.602923656570503	-0.526533939252092	-0.712848825051159	-0.604723047479391	-1.06006554678787	-0.524223773784199	-1.37582426659274	-0.960366686439457	-1.17703555837039
"A3KMH1"	23078	"VWA8"	0.92829832754642	0.5697445917085	0.833887382850617	0.598517458884014	0.607133812872724	0.219049876515462	0.492319238368602	0.752932030418366	0.814818461536187	0.700942545991859
"A3KN83"	55206	"SBNO1"	-0.0303567364827928	-0.082360465731408	0.178657639089548	-0.132033751066718	-0.427280480504461	-0.113593866731369	0.220615416009832	-0.136808819885247	0.0185004520233205	0.11568201763117
"A4D0V7"	NA	NA	NA	-3.37004530407596	-2.62037134675032	-1.18565638249387	-1.18236076265897	NA	-2.60770597477853	NA	-1.23284343026595	-0.679776831899972
"A4D126"	729920	"CRPPA"	0.812503819592767	0.908090084565804	0.631463408042837	0.625418675010134	-0.0043488707434044	0.523752456716359	0.71581338666285	0.891939512638316	0.577677808061209	0.85595324024271
"A4D161"	340277	"FAM221A"	0.79585774473247	0.797313312243114	0.183938599783349	0.570135491695958	0.905871322541375	1.14379055876296	0.786883206575575	0.119361154854177	0.237413172763866	-0.405387860920952
"A4D1E9"	85865	"GTPBP10"	0.672601225666235	0.784884726228348	0.745115528742504	0.397396706268177	0.59480043791915	0.662516991959235	-0.027422630426177	0.863457074112542	0.522209379521851	0.210043873976395
"A4D1P6"	29062	"WDR91"	-0.306743563699499	0.0317280679291325	0.0467238619510816	-0.124650898864252	0.235407631298537	-0.109401803620458	-0.258595159027784	-0.146964699769583	-0.0997901579804527	-0.0403536230651227
"A4D1U4"	57189	"DENND11"	0.347989300869014	0.602983600042477	0.444460785819159	0.236767689165515	0.547844359815582	0.701436730982698	0.36913685127596	0.581024059312647	0.072027190851456	0.654759677256856
"A4D2B0"	255374	"MBLAC1"	0.946243754479448	0.704227621576434	0.825924588813942	0.738920864868944	0.940659579966087	1.06970856159293	0.173011689340365	1.42915669392457	1.1577446393654	1.13190280213754
"A4FU01"	10903	"MTMR11"	-1.32171540577247	-0.816599546241284	-0.299549846270222	0.150646611525092	-0.565512644662602	0.207354819871529	-0.784818493924546	-0.765385959412895	-0.74805902595716	0.420143463909938
"A4UGR9"	129446	"XIRP2"	0.26023861108935	NA	0.986650431347111	NA	2.22988738360167	-0.492585721454404	0.0863202627094134	-0.815241600161421	NA	1.43540027497146
"A5A3E0"	728378	"POTEF"	1.18179419097272	0.073135829617338	NA	NA	-1.50639046496283	0.451893450274033	-1.21452825106444	0.340052137701754	2.03593471806002	NA
"A5D8V6"	55048	"VPS37C"	-0.113024943289322	0.243612107519749	0.661541265667505	0.647658549506906	0.273541030774147	0.375816871299712	0.321821179902204	0.442779386850756	1.09330767539833	0.67913278813277
"A5PKW4"	5662	"PSD"	2.51999817709758	2.23271810583399	1.90191643237068	1.93067967794521	2.33986482592868	1.94419310041606	2.18268114936252	3.11892501549788	2.24927534235393	2.10206160804537
"A5PLK6"	353299	"RGSL1"	-0.666328989481065	-0.193872002243152	0.12607454640462	-0.848155758796025	0.138927434287288	0.410141771745972	0.811453806613824	-0.810366908499821	NA	NA
"A5PLL7"	387521	"PEDS1"	-0.0796401694586615	NA	-0.71803467136152	-0.0623841756697598	-0.384000810923111	-0.293480330090339	0.0724055111142096	0.354119090441564	-0.637474809151716	-0.166402985460767
"A5PLN9"	80006	"TRAPPC13"	0.258116140235997	0.435945028230845	0.493035828016907	0.155446421065061	0.370953060456699	0.403461383440497	0.398949362916947	0.374613386036614	0.410342051997709	0.163521019317018
"A5YKK6"	23019	"CNOT1"	-0.536369559199783	-0.26311718745937	-0.0813127781546424	-0.15566515661816	-0.284431995793397	-0.197221950833112	-0.244341994567894	-0.328392957875895	-0.25842686270415	-0.258609940973573
"A5YM72"	57571	"CARNS1"	1.58668649102195	2.14151714510675	1.70189034819749	0.942455787263441	0.728664213077523	1.95128727601141	2.81592508696783	1.26285489450846	0.912771345857295	0.59608297330651
"A6H8Y1"	55814	"BDP1"	NA	-0.863524564286748	1.3664297486562	NA	-1.0490311797517	0.444882328582726	-0.384720845761574	-0.702688689186712	-0.0419888285517326	NA
"A6NC98"	283234	"CCDC88B"	-0.259798464150132	-0.745008825224758	-0.468947377383611	-0.293679874607817	0.102490520020507	0.175204354173598	0.781122864556983	-0.637763238968706	-1.21490439402256	-0.144015474299864
"A6NCS6"	257407	"C2orf72"	-0.898923730890203	-0.536658035557043	0.0144862340560452	-0.269464368888647	-0.0502970818407109	-0.348518992827337	0.11154816238519	-0.961650994869431	-0.228006126240984	-0.0735722753203504
"A6NDB9"	342979	"PALM3"	1.16832811213055	1.11960836182419	0.907212430217843	1.79863144123892	1.04561748842755	1.05443025350718	1.41027971630106	1.27060320329983	1.01390409894162	1.36974606340226
"A6NDG6"	283871	"PGP"	0.735484351874585	1.04518664056908	0.883854229437515	1.0573698445974	0.829953397899428	1.07803485035646	1.18111628346205	1.14541396259487	0.952804502814824	0.977709432733899
"A6NDU8"	285636	"RIMOC1"	-0.240343188472262	-0.467346892329083	-0.0697174209298292	-0.169348193367778	0.0039863725117335	-0.316544591877711	-0.195963798513621	-0.511376309755737	-0.183809316338901	-0.183199859110642
"A6NE02"	388419	"BTBD17"	-0.224627289728854	0.511436507127989	0.0078027277290519	1.19313330344008	0.0408986144640722	-0.135848983231474	-0.482741559035578	0.135760466475391	0.836628554954443	0.167723419487929
"A6NED2"	91433	"RCCD1"	0.0481559296591256	0.30235793090477	0.310365556274197	0.28927565089927	0.0682195618976651	0.198525064674509	0.160006693518882	0.323504071997821	0.271351225147944	0.568664009890932
"A6NEE1"	400224	"PLEKHD1"	-0.264395479684282	NA	-0.268110051409369	-0.651002292279624	-0.49100316537917	-0.716215186246407	-0.234211880226305	NA	NA	-0.490206030753246
"A6NEL2"	345079	"SOWAHB"	2.17333016309913	2.00627857960626	1.94766101633716	NA	2.72611005002417	1.91803358220117	2.33349358526287	2.81842449507464	3.57421808873776	2.8952947215567
"A6NFI3"	100131017	"ZNF316"	-0.496629814646487	-0.193853228010003	-0.100968157650781	-0.29364525586031	-0.269655938784875	-0.134806192958577	-0.421735106813403	-0.772296373065551	-0.463292350398435	-0.496374035715073
"A6NFN3"	146713	"RBFOX3"	3.12864777351813	1.47846822680297	2.04886562461533	0.761250814703478	1.11603711128202	2.00370426069187	1.85226770239312	0.873441876371336	0.902097957322344	NA
"A6NFQ2"	285966	"TCAF2"	-1.96481888472092	-1.24166878970593	-0.215434717304349	-0.885552683479366	-1.78508483614126	-1.15977899864113	-0.8201352158157	-1.66138096260372	-1.32994888451463	-0.679127032088119
"A6NFY7"	644096	"SDHAF1"	1.50982642556435	1.79094282915544	1.34320008063887	0.950286833785945	0.587525719197572	0.997391935671799	1.21587427935342	1.73676197014622	NA	1.00249723130909
"A6NGB9"	644150	"WIPF3"	1.26207601449687	1.4932395312972	1.32205091635622	1.49000664164697	1.51255589820622	1.14113438076365	1.24478390000555	0.804387951962472	1.13264688071616	1.46106904701169
"A6NGN9"	402665	"IGLON5"	2.35669462816055	3.30899674059405	1.99259046311186	2.57085697356217	1.99364231976214	1.63529042752036	1.99739172364787	2.60219681676073	1.82413567474294	2.34165003037849
"A6NHL2"	79861	"TUBAL3"	1.82650887552295	1.37552148909479	0.706609720346934	1.58286986980076	1.72657637130324	1.59449642488085	0.588588526204112	1.13005204385879	1.27750299156789	0.320620819703333
"A6NHQ2"	345630	"FBLL1"	0.186144124216309	0.429728678988351	1.23408784501319	0.527509136314215	0.321829335219124	0.467713359290219	0.303413955728758	0.625049143629429	0.152491286876918	0.400188730094094
"A6NHR9"	23347	"SMCHD1"	-1.52679927365354	-1.47183242390705	-1.13781041257976	-0.982464795760267	-0.811510557634717	-0.903993726688877	-0.954309740622108	-1.05746154015768	-1.12156135930179	-0.906424157384582
"A6NHX0"	729438	"CASTOR2"	1.25117812166506	1.00324585609795	0.776713955451999	0.948059161713893	0.771175319565233	0.666963878668625	0.205716748894093	1.02508698568766	0.649345252561528	0.740268334096713
"A6NI28"	143872	"ARHGAP42"	-0.587165928076201	-0.725508865528148	-0.45796063055459	-0.69316167708779	-1.1605547722373	-0.725071155413906	-0.408648429313634	-0.394892341429	-0.355961465176614	-0.560071926475424
"A6NIH7"	84747	"UNC119B"	-1.15043573708177	-0.607166763524891	-0.588970915073609	-0.490296122485211	-0.865935281799596	-0.415558942667841	-0.499084231618901	-0.572628243935654	-0.602924944531685	-0.289698359870881
"A6NJ78"	196074	"METTL15"	-0.235243141427388	NA	1.57939608840575	0.286603003562477	0.45822231498677	0.14038095502667	0.0662394496033192	1.25255788650493	NA	NA
"A6NKD9"	317762	"CCDC85C"	-0.105652112938418	-0.316642380348353	0.135449463851724	-0.144307821649058	0.881854194274225	NA	0.195257754823572	-0.130833626641519	0.100159610020984	0.38119610010035
"A6NKF1"	29901	"SAC3D1"	-0.227273115839256	-0.335498975968206	-0.42699294782134	-0.121391528764868	-0.218394011120771	-0.520640529240889	-0.863210994321605	-0.713315237925256	NA	-0.340173891180402
"A6NKF7"	643965	"TMEM88B"	1.25459465965011	1.15500782743863	0.315810650389741	0.946869830061342	1.71706294299143	2.11513369022517	1.86336331253388	NA	0.38543326929476	0.932705121875929
"A6NKN8"	654790	"PCP4L1"	1.4976664841691	1.61224190149647	1.62850213474288	1.4122078862845	1.39912663199473	1.72327188788215	0.607601097824219	1.98924128518462	1.34504510318875	1.49310953111806
"A6NL88"	729956	"SHISA7"	3.7670470391607	1.9573199211273	2.31063570225336	2.21308535461492	2.57668168239167	2.29967757345507	1.83847965328552	2.80182001139192	2.68868248108912	2.01199814669965
"A6NLU5"	342865	"VSTM2B"	1.5915113681521	1.6462551965262	0.958230063020215	1.77875859310442	NA	2.41124599861827	1.10885437163203	1.34484855126006	1.6663726206984	1.73431554726129
"A6NNT2"	342346	"C16orf96"	0.704525990947214	2.71310360087019	2.60711838526408	NA	2.0761052873562	NA	0.777496469968029	0.957434319551312	-0.495095684021763	1.96436410229289
"A6QL63"	121551	"ABTB3"	0.32850919413403	0.68500531831605	0.438143994760503	0.52371980530825	0.813744923525656	0.648926938965258	0.211408178155	0.540548709566717	0.656162199837837	0.634730517456908
"A6XGL0"	374887	"YJEFN3"	-0.0737426886185368	1.93609660212222	1.77049416335718	1.65393506340595	1.40066183316993	0.650952017093537	0.719330865509024	3.26801016022281	1.89468298727988	1.60981703987538
"A6ZKI3"	8933	"RTL8C"	-0.972443944068698	-0.0590294213813369	0.0887075820140765	0.817053004714762	NA	0.432790277025451	0.500353535248122	0.7476648906723	0.324992220253562	0.389927362206307
"A7E2V4"	23053	"ZSWIM8"	0.166355177849516	0.328792614457268	0.311485047366085	0.673437582220186	0.759747521824547	0.485270620778767	0.442423720984947	0.221674794977409	0.1494229473435	0.459987709659538
"A7KAX9"	9743	"ARHGAP32"	1.51825959246345	1.44568126344108	1.44015168825615	1.20374266972886	1.80592538213206	1.55962981324665	1.44796113119688	1.91689146726314	1.74530356996552	1.37355235272817
"A7MBM2"	85455	"DISP2"	0.477444916411722	0.27761469807569	0.904692991439803	0.849083245405534	0.57937439476123	0.342503650866283	0.504809018383356	1.1333628141931	1.18814991011867	0.681525666382548
"A7XYQ1"	55084	"SOBP"	0.0684125247261947	0.59485778637998	0.483990478578948	0.387204034770658	0.385565226093246	0.0833469285524198	0.187451048568547	0.855925885127313	0.900108908082994	0.772959241279072
"A8CG34"	100101267	"POM121C"	-0.452131706202754	-0.149097165545346	0.13119895536356	-1.61095532255137	-0.929953714530256	-0.357214647104156	0.167975827571259	NA	0.40232945509805	-0.487719818270532
"A8K855"	84455	"EFCAB7"	-0.226846966037888	-0.151047161643836	0.0544559835164924	-0.0069224042439651	0.0788585028366759	0.237739265153832	-0.158641714802171	-0.272159799336717	-0.172486304928618	0.0757664002441019
"A8MSI8"	201229	"LYRM9"	1.50064288382486	1.02276005558022	1.79015376346885	1.61206036479629	1.7227137095692	1.69692610793748	2.03498332695994	1.94758028706076	1.87833745987102	1.62288843395336
"A8MTT3"	100505876	"CEBPZOS"	0.926867844734279	0.554557672113138	0.542398979789856	0.666209394656984	0.678845016695675	0.953768558307478	0.339208271508704	NA	0.871400730244972	0.564376520880973
"A8MTZ0"	92482	"BBIP1"	-1.80981047370829	-1.37624362095879	-0.68239258326529	-0.027192555355994	0.596923453919613	-0.230183324654177	-0.763277373658113	-0.175899634651519	0.0846091518363155	0.318190455082034
"A8MU93"	388327	"C17orf100"	1.08003655903089	1.21851154734763	1.42544753976256	0.937026564218035	1.1640659096983	1.05583240811437	2.11890898260503	0.921778545569977	1.01421224659576	1.05013107409694
"A8MVW0"	284069	"FAM171A2"	1.83297207111658	1.76760713050164	1.44150704994727	1.49130416357458	2.06941656996152	1.80530690301877	1.27612956548885	2.18268503000506	1.61862303625913	1.98448639813637
